0.3401.3400.3F0.dab,ABCRadioNational,PE ABC&sbs RADIO,Australia,F0,1..8,
0.3406.3400.3F0.dab,Double J,PE ABC&sbs RADIO,Australia,F0,1..8,
0.3C00.3400.3F0.dab,SBS Radio 1,PE ABC&sbs RADIO,Australia,F0,1..8,
0.3C01.3400.3F0.dab,SBS Radio 2,PE ABC&sbs RADIO,Australia,F0,1..8,
0.3C06.3400.3F0.dab,SBS Radio 3,PE ABC&sbs RADIO,Australia,F0,1..8,
0.3C04.3400.3F0.dab,SBS Arabic24,PE ABC&sbs RADIO,Australia,F0,1..8,
0.3C02.3400.3F0.dab,SBS Chill,PE ABC&sbs RADIO,Australia,F0,1..8,
0.3C03.3400.3F0.dab,SBS PopAsia,PE ABC&sbs RADIO,Australia,F0,1..8,
0.3C05.3400.3F0.dab,SBS PopDesi,PE ABC&sbs RADIO,Australia,F0,1..8,
0.3404.3400.3F0.dab,triple j,PE ABC&sbs RADIO,Australia,F0,1..8,
0.340A.3400.3F0.dab,triplejUnearthed,PE ABC&sbs RADIO,Australia,F0,1..8,
0.F03034FF.3400.FF0.dab,ABC_SBS_EPG,PE ABC&sbs RADIO,Australia,F0,1..8,
0.119E.1004.1F0.dab,104.1 2DayFM,DAB+ Sydney 1,Australia,F0,1..8,
0.121F.1004.1F0.dab,2000 Languages,DAB+ Sydney 2,Australia,F0,1..8,
0.120E.1004.1F0.dab,2RPH Digital,DAB+ Sydney 3,Australia,F0,1..8,
0.1194.1004.1F0.dab,2SM Talk & Sport,DAB+ Sydney 4,Australia,F0,1..8,
0.11A3.1004.1F0.dab,BUDDHA HITS,DAB+ Sydney 5,Australia,F0,1..8,
0.1197.1004.1F0.dab,Dance Super Digi,DAB+ Sydney 6,Australia,F0,1..8,
0.11A2.1004.1F0.dab,EASY HITS,DAB+ Sydney 7,Australia,F0,1..8,
0.120C.1004.1F0.dab,Fine Music,DAB+ Sydney 8,Australia,F0,1..8,
0.1198.1004.1F0.dab,FUN Classic Hits,DAB+ Sydney 9,Australia,F0,1..8,
0.1195.1004.1F0.dab,GorillaDanceHits,DAB+ Sydney 10,Australia,F0,1..8,
